<TICKER>,<PER>,<DATE>,<TIME>,<USD_OPEN>,<USD_HIGH>,<USD_LOW>,<USD_CLOSE>,<USD_VOL>
USDRUB,60,20170912,200000,57.4722000,57.6410000,57.4148000,57.6036000,14101
USDRUB,60,20170912,210000,57.6084000,57.7631000,57.5609000,57.6583000,10670
USDRUB,60,20170912,220000,57.6418000,57.7135000,57.5777000,57.6888000,9778
USDRUB,60,20170912,230000,57.6983000,57.7099000,57.6447000,57.7044000,6102
USDRUB,60,20170913,000000,57.7081000,57.7161000,57.6096000,57.6397000,5900
USDRUB,60,20170913,010000,57.6841000,57.6861000,57.6107000,57.6306000,5654
USDRUB,60,20170913,020000,57.6304000,57.6978000,57.5909000,57.6435000,6454
USDRUB,60,20170913,030000,57.6432000,57.6780000,57.5776000,57.5800000,80
USDRUB,60,20170913,040000,57.6481000,57.6980000,57.5800000,57.5800000,43
USDRUB,60,20170913,050000,57.6333000,57.6980000,57.5800000,57.5880000,51
USDRUB,60,20170913,060000,57.6233000,57.6883000,57.5860000,57.5891000,198
USDRUB,60,20170913,070000,57.6342000,57.6867000,57.5767000,57.6118000,123
USDRUB,60,20170913,080000,57.6643000,57.6685000,57.5650000,57.5837000,58
USDRUB,60,20170913,090000,57.5907000,57.6492000,57.5676000,57.5942000,145
USDRUB,60,20170913,100000,57.6016000,57.6032000,57.5520000,57.5620000,131
USDRUB,60,20170913,110000,57.5642000,57.5820000,57.5380000,57.5598000,96
USDRUB,60,20170913,120000,57.5781000,57.9700000,57.5293000,57.7278000,491
USDRUB,60,20170913,130000,57.7235000,57.8240000,57.5302000,57.5765000,21502
USDRUB,60,20170913,140000,57.5924000,57.7187000,57.5063000,57.6712000,16060
USDRUB,60,20170913,150000,57.6802000,57.9826000,57.5882000,57.8312000,25269
USDRUB,60,20170913,160000,57.8290000,57.8994000,57.5613000,57.6639000,18556
USDRUB,60,20170913,170000,57.6783000,57.7877000,57.6039000,57.6530000,19343
USDRUB,60,20170913,180000,57.6530000,57.7135000,57.5225000,57.6549000,25134
USDRUB,60,20170913,190000,57.6416000,57.8499000,57.5846000,57.8051000,21861
USDRUB,60,20170913,200000,57.8182000,57.9397000,57.7605000,57.8445000,27823
USDRUB,60,20170913,210000,57.8624000,57.9306000,57.7300000,57.8513000,15283
USDRUB,60,20170913,220000,57.8533000,57.9413000,57.7883000,57.9338000,9046
USDRUB,60,20170913,230000,57.9378000,57.9378000,57.7520000,57.7819000,9000
USDRUB,60,20170914,000000,57.8293000,57.8315000,57.7526000,57.8140000,5519
USDRUB,60,20170914,010000,57.8140000,57.9440000,57.7769000,57.9301000,6759
USDRUB,60,20170914,020000,57.9331000,57.9660000,57.9090000,57.9151000,4537
USDRUB,60,20170914,030000,57.9126000,57.9944000,57.9105000,57.9520000,134
USDRUB,60,20170914,040000,57.9573000,57.9797000,57.9499000,57.9571000,75
USDRUB,60,20170914,050000,57.9753000,57.9819000,57.8855000,57.8986000,132
USDRUB,60,20170914,060000,57.9006000,57.9657000,57.7747000,57.7916000,273
USDRUB,60,20170914,070000,57.8576000,57.8745000,57.7670000,57.8086000,197
USDRUB,60,20170914,080000,57.8616000,57.8760000,57.7681000,57.8682000,91
USDRUB,60,20170914,090000,57.8430000,57.9788000,57.7910000,57.8719000,247
USDRUB,60,20170914,100000,57.8967000,57.9022000,57.7840000,57.8330000,181
USDRUB,60,20170914,110000,57.8388000,57.8440000,57.8030000,57.8345000,80
USDRUB,60,20170914,120000,57.8390000,57.9298000,57.8020000,57.8942000,545
USDRUB,60,20170914,130000,57.8897000,57.9378000,57.6109000,57.6872000,19717
USDRUB,60,20170914,140000,57.6389000,57.7180000,57.5443000,57.6075000,17915
USDRUB,60,20170914,150000,57.6075000,57.6796000,57.5348000,57.6455000,15734
USDRUB,60,20170914,160000,57.6293000,57.7282000,57.5828000,57.6461000,12471
USDRUB,60,20170914,170000,57.6457000,57.7370000,57.5628000,57.7180000,17236
USDRUB,60,20170914,180000,57.7298000,57.9533000,57.6375000,57.7351000,23881
USDRUB,60,20170914,190000,57.7216000,57.8138000,57.5687000,57.6385000,23498
USDRUB,60,20170914,200000,57.6392000,57.6775000,57.3779000,57.4791000,22269
USDRUB,60,20170914,210000,57.4683000,57.4921000,57.3372000,57.4591000,20426
USDRUB,60,20170914,220000,57.4602000,57.5588000,57.3974000,57.5332000,10122
USDRUB,60,20170914,230000,57.5181000,57.5332000,57.4045000,57.4691000,11542
USDRUB,60,20170915,000000,57.4691000,57.5404000,57.4121000,57.5221000,9939
USDRUB,60,20170915,010000,57.5109000,57.5387000,57.4650000,57.5123000,6476
USDRUB,60,20170915,020000,57.4997000,57.5291000,57.4430000,57.4990000,5287
USDRUB,60,20170915,030000,57.5076000,57.5184000,57.4600000,57.5091000,52
USDRUB,60,20170915,040000,57.4950000,57.6147000,57.4721000,57.5480000,196
USDRUB,60,20170915,050000,57.5554000,57.5729000,57.5170000,57.5572000,103
USDRUB,60,20170915,060000,57.5623000,57.6100000,57.4650000,57.5705000,202
USDRUB,60,20170915,070000,57.5852000,57.5852000,57.4650000,57.5281000,77
USDRUB,60,20170915,080000,57.5245000,57.5720000,57.4532000,57.5576000,62
USDRUB,60,20170915,090000,57.5359000,57.5576000,57.4245000,57.5010000,64
USDRUB,60,20170915,100000,57.5308000,57.5646000,57.4218000,57.5330000,193
USDRUB,60,20170915,110000,57.5512000,57.5548000,57.4150000,57.4796000,135
USDRUB,60,20170915,120000,57.4881000,57.5010000,57.3460000,57.4528000,1383
USDRUB,60,20170915,130000,57.4525000,57.6349000,57.3229000,57.6249000,19413
USDRUB,60,20170915,140000,57.6145000,57.6758000,57.4161000,57.4698000,20196
USDRUB,60,20170915,150000,57.4722000,57.6737000,57.4160000,57.5876000,17573
USDRUB,60,20170915,160000,57.6021000,57.6464000,57.3747000,57.6145000,15056
USDRUB,60,20170915,170000,57.6126000,57.7223000,57.5479000,57.6280000,14904
USDRUB,60,20170915,180000,57.6362000,57.6532000,57.4614000,57.5995000,18719
USDRUB,60,20170915,190000,57.6111000,57.7023000,57.5511000,57.6301000,14832
USDRUB,60,20170915,200000,57.6354000,57.7672000,57.5047000,57.5709000,14958
USDRUB,60,20170915,210000,57.5384000,57.6587000,57.5070000,57.5600000,10753
USDRUB,60,20170915,220000,57.5733000,57.5807000,57.4700000,57.5700000,8263
USDRUB,60,20170915,230000,57.5682000,57.5878000,57.4910000,57.5541000,6117
USDRUB,60,20170916,000000,57.5539000,57.5581000,57.4144000,57.4422000,6169
USDRUB,60,20170916,010000,57.4836000,57.5822000,57.4382000,57.5717000,6423
USDRUB,60,20170916,020000,57.5750000,57.7139000,57.3996000,57.6130000,5879
USDRUB,60,20170916,030000,57.6421000,57.8070000,57.5094000,57.6080000,21
USDRUB,60,20170916,040000,57.6400000,57.6400000,57.5981000,57.5981000,10
USDRUB,60,20170918,000000,57.6400000,57.6400000,57.6400000,57.6400000,4
USDRUB,60,20170918,010000,57.6400000,57.6820000,57.4850000,57.6302000,25
USDRUB,60,20170918,020000,57.6400000,57.7068000,57.6186000,57.7068000,24
USDRUB,60,20170918,030000,57.6400000,57.7990000,57.6176000,57.6844000,26
USDRUB,60,20170918,040000,57.6481000,57.8147000,57.6078000,57.6122000,46
USDRUB,60,20170918,050000,57.8147000,57.8964000,57.5830000,57.8919000,33
USDRUB,60,20170918,060000,57.7178000,57.8929000,57.5830000,57.7398000,44
USDRUB,60,20170918,070000,57.7051000,57.9388000,57.5406000,57.7152000,108
USDRUB,60,20170918,080000,57.6779000,57.7154000,57.5400000,57.6130000,242
USDRUB,60,20170918,090000,57.6183000,57.6590000,57.5650000,57.6319000,237
USDRUB,60,20170918,100000,57.6433000,57.6483000,57.5941000,57.6126000,599
USDRUB,60,20170918,110000,57.6181000,57.7247000,57.5650000,57.6982000,980
USDRUB,60,20170918,120000,57.6901000,57.7225000,57.6054000,57.6444000,860
USDRUB,60,20170918,130000,57.6403000,57.7061000,57.5253000,57.6324000,15982
USDRUB,60,20170918,140000,57.6172000,57.6349000,57.4522000,57.5200000,12733
USDRUB,60,20170918,150000,57.5338000,57.6499000,57.4656000,57.6361000,12013
USDRUB,60,20170918,160000,57.6373000,57.7017000,57.5872000,57.6583000,10022
USDRUB,60,20170918,170000,57.6567000,57.8155000,57.5952000,57.7397000,15365
USDRUB,60,20170918,180000,57.7417000,57.7824000,57.6548000,57.7558000,15703
USDRUB,60,20170918,190000,57.7688000,57.9074000,57.7208000,57.8518000,19057
USDRUB,60,20170918,200000,57.8403000,58.0989000,57.7897000,58.0691000,17707
USDRUB,60,20170918,210000,58.0684000,58.1021000,57.8901000,57.9730000,13335
USDRUB,60,20170918,220000,57.9678000,58.0655000,57.9046000,58.0348000,7233
USDRUB,60,20170918,230000,58.0338000,58.1074000,58.0060000,58.0841000,5779
USDRUB,60,20170919,000000,58.0742000,58.1532000,58.0325000,58.1220000,7994
USDRUB,60,20170919,010000,58.1229000,58.1289000,58.0475000,58.1082000,4618
USDRUB,60,20170919,020000,58.1211000,58.1220000,58.0407000,58.0422000,2146
USDRUB,60,20170919,030000,58.0387000,58.1118000,58.0370000,58.0410000,65
USDRUB,60,20170919,040000,58.0672000,58.1010000,58.0368000,58.0990000,51
USDRUB,60,20170919,050000,58.0918000,58.1070000,58.0410000,58.0410000,43
USDRUB,60,20170919,060000,58.0400000,58.0969000,58.0170000,58.0525000,87
USDRUB,60,20170919,070000,58.0660000,58.0735000,58.0248000,58.0300000,84
USDRUB,60,20170919,080000,58.0588000,58.0992000,58.0257000,58.0811000,81
USDRUB,60,20170919,090000,58.0804000,58.0962000,58.0350000,58.0657000,69
USDRUB,60,20170919,100000,58.0701000,58.1223000,58.0250000,58.0505000,207
USDRUB,60,20170919,110000,58.0518000,58.0706000,57.9050000,57.9100000,357
USDRUB,60,20170919,120000,57.9519000,58.0385000,57.9080000,58.0258000,568
USDRUB,60,20170919,130000,58.0255000,58.2716000,57.8664000,58.0963000,25581
USDRUB,60,20170919,140000,58.0894000,58.1847000,58.0055000,58.1615000,17711
USDRUB,60,20170919,150000,58.1595000,58.2226000,58.0251000,58.1263000,18688
USDRUB,60,20170919,160000,58.1295000,58.1601000,57.9721000,58.0402000,15247
USDRUB,60,20170919,170000,58.0413000,58.0821000,57.9114000,58.0701000,16130
USDRUB,60,20170919,180000,58.0672000,58.0760000,57.9184000,58.0442000,17945
USDRUB,60,20170919,190000,58.0444000,58.1889000,57.9571000,58.1857000,17838
USDRUB,60,20170919,200000,58.1379000,58.2689000,58.0797000,58.2263000,23646
USDRUB,60,20170919,210000,58.2234000,58.2511000,58.0904000,58.2390000,13453
USDRUB,60,20170919,220000,58.2485000,58.3800000,58.1872000,58.2950000,11493
USDRUB,60,20170919,230000,58.3030000,58.3479000,58.2220000,58.2651000,8786
USDRUB,60,20170920,000000,58.2696000,58.2707000,58.1460000,58.2155000,10082
USDRUB,60,20170920,010000,58.2155000,58.2207000,58.0971000,58.1435000,6575
USDRUB,60,20170920,020000,58.1420000,58.1792000,57.6845000,58.0840000,7609
USDRUB,60,20170920,030000,58.0933000,58.1282000,58.0670000,58.0889000,523
USDRUB,60,20170920,040000,58.1194000,58.1271000,58.0818000,58.0879000,716
USDRUB,60,20170920,050000,58.1119000,58.1239000,58.0818000,58.0879000,762
USDRUB,60,20170920,060000,58.0879000,58.1264000,58.0809000,58.0883000,698
USDRUB,60,20170920,070000,58.1119000,58.1233000,58.0660000,58.0980000,1036
USDRUB,60,20170920,080000,58.0986000,58.1240000,58.0660000,58.0987000,772
USDRUB,60,20170920,090000,58.1169000,58.1222000,58.0700000,58.1031000,912
USDRUB,60,20170920,100000,58.1178000,58.1219000,58.0520000,58.0995000,1145
USDRUB,60,20170920,110000,58.1155000,58.1184000,58.0530000,58.0890000,1253
USDRUB,60,20170920,120000,58.0987000,58.1463000,58.0350000,58.1025000,2119
USDRUB,60,20170920,130000,58.1025000,58.1595000,58.0363000,58.0822000,16269
USDRUB,60,20170920,140000,58.1312000,58.1739000,58.0607000,58.1330000,15986
USDRUB,60,20170920,150000,58.1275000,58.1588000,57.8021000,57.8897000,22046
USDRUB,60,20170920,160000,57.8897000,57.9670000,57.8197000,57.8730000,11235
USDRUB,60,20170920,170000,57.8743000,57.9174000,57.7685000,57.8824000,13728
USDRUB,60,20170920,180000,57.8853000,57.8853000,57.6590000,57.8451000,18878
USDRUB,60,20170920,190000,57.8462000,57.8561000,57.7082000,57.7480000,16639
USDRUB,60,20170920,200000,57.7738000,57.9456000,57.7088000,57.8520000,16597
USDRUB,60,20170920,210000,57.8596000,57.8596000,57.6700000,57.7668000,17528
USDRUB,60,20170920,220000,57.7175000,57.8360000,57.7124000,57.8227000,12388
USDRUB,60,20170920,230000,57.8227000,57.8533000,57.7574000,57.8264000,9325
USDRUB,60,20170921,000000,57.8190000,58.2961000,57.7927000,58.1740000,32912
USDRUB,60,20170921,010000,58.1674000,58.2415000,58.0369000,58.0871000,10459
USDRUB,60,20170921,020000,58.0912000,58.2913000,58.0760000,58.2913000,4346
USDRUB,60,20170921,030000,58.2718000,58.3062000,58.1037000,58.1301000,211
USDRUB,60,20170921,040000,58.1426000,58.1689000,58.1130000,58.1552000,123
USDRUB,60,20170921,050000,58.1454000,58.1715000,58.1130000,58.1305000,127
USDRUB,60,20170921,060000,58.1526000,58.3641000,58.1215000,58.1588000,434
USDRUB,60,20170921,070000,58.1682000,58.4030000,58.1160000,58.3367000,295
USDRUB,60,20170921,080000,58.3046000,58.3520000,58.1982000,58.2228000,156
USDRUB,60,20170921,090000,58.2177000,58.2507000,58.1560000,58.2090000,539
USDRUB,60,20170921,100000,58.2354000,58.2452000,58.0989000,58.1446000,340
USDRUB,60,20170921,110000,58.1443000,58.1538000,58.0254000,58.0975000,917
USDRUB,60,20170921,120000,58.1148000,58.2442000,58.0815000,58.2411000,2140
USDRUB,60,20170921,130000,58.2347000,58.3666000,58.0744000,58.1438000,25143
USDRUB,60,20170921,140000,58.1454000,58.2287000,58.0759000,58.1510000,18762
USDRUB,60,20170921,150000,58.1517000,58.1670000,57.9026000,57.9098000,26144
USDRUB,60,20170921,160000,57.9596000,58.0908000,57.8944000,58.0362000,18540
USDRUB,60,20170921,170000,58.0504000,58.1452000,58.0018000,58.0786000,20989
USDRUB,60,20170921,180000,58.0300000,58.0973000,57.8915000,58.0559000,21022
USDRUB,60,20170921,190000,58.0559000,58.1425000,57.9725000,58.0555000,19947
USDRUB,60,20170921,200000,58.0450000,58.1237000,57.9739000,58.0840000,14566
USDRUB,60,20170921,210000,58.0883000,58.1069000,57.8802000,57.9388000,13013
USDRUB,60,20170921,220000,57.9418000,57.9544000,57.7017000,57.8481000,16701
USDRUB,60,20170921,230000,57.8472000,57.8561000,57.7636000,57.8168000,8080
USDRUB,60,20170922,000000,57.8181000,57.8362000,57.7563000,57.8003000,6073
USDRUB,60,20170922,010000,57.8152000,57.8942000,57.7559000,57.8351000,5408
USDRUB,60,20170922,020000,57.8351000,57.9504000,57.8237000,57.9470000,4728
USDRUB,60,20170922,030000,57.9613000,58.0047000,57.8812000,57.9938000,167
USDRUB,60,20170922,040000,57.8944000,57.9765000,57.8396000,57.8968000,203
USDRUB,60,20170922,050000,57.9017000,57.9205000,57.8509000,57.8905000,153
USDRUB,60,20170922,060000,57.9165000,57.9739000,57.8227000,57.8459000,380
USDRUB,60,20170922,070000,57.8839000,57.9067000,57.8265000,57.8553000,253
USDRUB,60,20170922,080000,57.9005000,57.9036000,57.8203000,57.8555000,185
USDRUB,60,20170922,090000,57.8879000,57.9442000,57.8286000,57.8680000,709
USDRUB,60,20170922,100000,57.9015000,57.9422000,57.8502000,57.8694000,553
USDRUB,60,20170922,110000,57.8931000,57.9426000,57.8696000,57.9050000,985
USDRUB,60,20170922,120000,57.9207000,57.9207000,57.7197000,57.7505000,2130
USDRUB,60,20170922,130000,57.7598000,57.8421000,57.5088000,57.5640000,24944
USDRUB,60,20170922,140000,57.5645000,57.6336000,57.4931000,57.6073000,17419
USDRUB,60,20170922,150000,57.6073000,57.6205000,57.4343000,57.5648000,10713
USDRUB,60,20170922,160000,57.5667000,57.6048000,57.4696000,57.5383000,14088
USDRUB,60,20170922,170000,57.5885000,57.6078000,57.4742000,57.5762000,15237
USDRUB,60,20170922,180000,57.5762000,57.6243000,57.5037000,57.5969000,14695
USDRUB,60,20170922,190000,57.5938000,57.6262000,57.4833000,57.5734000,18045
USDRUB,60,20170922,200000,57.5693000,57.5734000,57.3826000,57.5040000,16810
USDRUB,60,20170922,210000,57.4845000,57.5513000,57.4296000,57.5466000,12746
USDRUB,60,20170922,220000,57.5462000,57.6421000,57.4832000,57.6068000,8644
USDRUB,60,20170922,230000,57.6121000,57.6800000,57.5579000,57.6541000,7909
USDRUB,60,20170923,000000,57.6584000,57.6924000,57.5605000,57.6180000,6811
USDRUB,60,20170923,010000,57.6242000,57.6290000,57.5638000,57.6138000,3569
USDRUB,60,20170923,020000,57.6150000,57.6236000,57.3548000,57.5315000,5552
USDRUB,60,20170923,030000,57.5440000,57.5512000,57.4077000,57.5503000,19
USDRUB,60,20170923,040000,57.5503000,57.5503000,57.5503000,57.5503000,10
USDRUB,60,20170925,000000,57.4783000,57.6863000,57.4716000,57.4716000,13
USDRUB,60,20170925,010000,57.5000000,57.6260000,57.4291000,57.4781000,25
USDRUB,60,20170925,020000,57.5630000,57.5630000,57.4684000,57.4778000,24
USDRUB,60,20170925,030000,57.5630000,57.6850000,57.3334000,57.6602000,48
USDRUB,60,20170925,040000,57.5960000,57.7051000,57.5821000,57.5950000,77
USDRUB,60,20170925,050000,57.6075000,57.6923000,57.5732000,57.6012000,60
USDRUB,60,20170925,060000,57.6137000,57.6444000,57.5450000,57.5907000,132
USDRUB,60,20170925,070000,57.6032000,57.6485000,57.4800000,57.5976000,300
USDRUB,60,20170925,080000,57.6455000,57.7008000,57.5850000,57.6460000,726
USDRUB,60,20170925,090000,57.6503000,57.6947000,57.5150000,57.6623000,1198
USDRUB,60,20170925,100000,57.6678000,57.6817000,57.4850000,57.6462000,1465
USDRUB,60,20170925,110000,57.6412000,57.6503000,57.5000000,57.5545000,1253
USDRUB,60,20170925,120000,57.5632000,57.6742000,57.5174000,57.5928000,5191
USDRUB,60,20170925,130000,57.6056000,57.6703000,57.4104000,57.6072000,19654
USDRUB,60,20170925,140000,57.6127000,57.6136000,57.2284000,57.2898000,20414
USDRUB,60,20170925,150000,57.3038000,57.3667000,57.1913000,57.3001000,17464
USDRUB,60,20170925,160000,57.3119000,57.4206000,57.2610000,57.3588000,14537
USDRUB,60,20170925,170000,57.3616000,57.3618000,57.2047000,57.3287000,15029
USDRUB,60,20170925,180000,57.3259000,57.4737000,57.2797000,57.4544000,15917
USDRUB,60,20170925,190000,57.4672000,57.5198000,57.3341000,57.3896000,19610
USDRUB,60,20170925,200000,57.3922000,57.5924000,57.2854000,57.5571000,19679
USDRUB,60,20170925,210000,57.5450000,57.7004000,57.4600000,57.6887000,20226
USDRUB,60,20170925,220000,57.6728000,57.7498000,57.5887000,57.6983000,11861
USDRUB,60,20170925,230000,57.6973000,57.7121000,57.4724000,57.5254000,9693
USDRUB,60,20170926,000000,57.5230000,57.5674000,57.4562000,57.5638000,9220
USDRUB,60,20170926,010000,57.5642000,57.5731000,57.4587000,57.5168000,7446
USDRUB,60,20170926,020000,57.5161000,57.5705000,57.4600000,57.4976000,6371
USDRUB,60,20170926,030000,57.5162000,57.7040000,57.5157000,57.6179000,64
USDRUB,60,20170926,040000,57.6304000,57.6400000,57.5287000,57.5772000,66
USDRUB,60,20170926,050000,57.5806000,57.6627000,57.5299000,57.5752000,77
USDRUB,60,20170926,060000,57.5875000,57.5875000,57.5249000,57.5684000,41
USDRUB,60,20170926,070000,57.5710000,57.5799000,57.5184000,57.5277000,86
USDRUB,60,20170926,080000,57.5561000,57.5779000,57.4939000,57.5620000,84
USDRUB,60,20170926,090000,57.5578000,57.5770000,57.4149000,57.4905000,613
USDRUB,60,20170926,100000,57.4817000,57.4973000,57.3899000,57.4200000,361
USDRUB,60,20170926,110000,57.4588000,57.4717000,57.3624000,57.3985000,1085
USDRUB,60,20170926,120000,57.4103000,57.4491000,57.2139000,57.4317000,2652
USDRUB,60,20170926,130000,57.4333000,57.6666000,57.3129000,57.5333000,26135
USDRUB,60,20170926,140000,57.5190000,57.5453000,57.3676000,57.5011000,16653
USDRUB,60,20170926,150000,57.5003000,57.5948000,57.4040000,57.5781000,15207
USDRUB,60,20170926,160000,57.5811000,57.6240000,57.4902000,57.5900000,13301
USDRUB,60,20170926,170000,57.5891000,57.6937000,57.4850000,57.6410000,15219
USDRUB,60,20170926,180000,57.6429000,57.7196000,57.5832000,57.6471000,18930
USDRUB,60,20170926,190000,57.6471000,57.7451000,57.5721000,57.6905000,17948
USDRUB,60,20170926,200000,57.6987000,57.7587000,57.5720000,57.7381000,19322
USDRUB,60,20170926,210000,57.7268000,57.9137000,57.6934000,57.8823000,17782
USDRUB,60,20170926,220000,57.8843000,58.1488000,57.8248000,58.0413000,17526
USDRUB,60,20170926,230000,58.0418000,58.0544000,57.7665000,57.8151000,13516
USDRUB,60,20170927,000000,57.8173000,57.8779000,57.7563000,57.8257000,8780
USDRUB,60,20170927,010000,57.8277000,57.8771000,57.7820000,57.8605000,5006
USDRUB,60,20170927,020000,57.8535000,57.8801000,57.7750000,57.8718000,5707
USDRUB,60,20170927,030000,57.8748000,57.8950000,57.8270000,57.8930000,64
USDRUB,60,20170927,040000,57.8825000,57.8969000,57.8442000,57.8574000,59
USDRUB,60,20170927,050000,57.8545000,57.9055000,57.8330000,57.8506000,52
USDRUB,60,20170927,060000,57.8510000,57.8784000,57.7900000,57.7900000,84
USDRUB,60,20170927,070000,57.8305000,57.8784000,57.7776000,57.8057000,502
USDRUB,60,20170927,080000,57.8281000,57.8800000,57.7765000,57.8510000,125
USDRUB,60,20170927,090000,57.8830000,57.8860000,57.8191000,57.8255000,805
USDRUB,60,20170927,100000,57.8621000,57.8837000,57.7650000,57.8268000,801
USDRUB,60,20170927,110000,57.8563000,57.8636000,57.8075000,57.8545000,879
USDRUB,60,20170927,120000,57.8510000,58.2819000,57.8210000,58.0740000,2882
USDRUB,60,20170927,130000,58.0778000,58.2488000,57.8688000,57.9153000,27007
USDRUB,60,20170927,140000,57.9053000,58.1640000,57.7620000,58.1606000,24360
USDRUB,60,20170927,150000,58.1579000,58.2504000,58.0369000,58.1859000,19777
USDRUB,60,20170927,160000,58.2003000,58.2125000,58.0269000,58.1610000,15707
USDRUB,60,20170927,170000,58.1400000,58.2338000,58.0517000,58.1058000,15762
USDRUB,60,20170927,180000,58.1049000,58.3671000,58.0342000,58.3227000,21699
USDRUB,60,20170927,190000,58.3259000,58.3772000,58.1858000,58.2838000,22877
USDRUB,60,20170927,200000,58.2742000,58.2914000,58.0683000,58.1489000,24765
USDRUB,60,20170927,210000,58.1502000,58.2088000,58.0309000,58.2055000,16545
USDRUB,60,20170927,220000,58.2064000,58.2113000,58.0387000,58.1181000,13294
USDRUB,60,20170927,230000,58.1216000,58.1938000,58.0670000,58.1791000,9234
USDRUB,60,20170928,000000,58.1806000,58.1814000,58.0830000,58.1491000,8828
USDRUB,60,20170928,010000,58.1506000,58.1945000,58.0880000,58.1758000,7168
USDRUB,60,20170928,020000,58.1755000,58.2001000,58.1400000,58.1782000,4009
USDRUB,60,20170928,030000,58.1925000,58.2108000,58.1550000,58.1786000,561
USDRUB,60,20170928,040000,58.2005000,58.2047000,58.1550000,58.1828000,769
USDRUB,60,20170928,050000,58.1828000,58.2044000,58.1767000,58.1826000,1012
USDRUB,60,20170928,060000,58.1997000,58.2049000,58.1530000,58.1720000,818
USDRUB,60,20170928,070000,58.1954000,58.1954000,58.1410000,58.1598000,727
USDRUB,60,20170928,080000,58.1823000,58.2057000,58.1493000,58.1932000,260
USDRUB,60,20170928,090000,58.2009000,58.2242000,58.1370000,58.2041000,893
USDRUB,60,20170928,100000,58.2301000,58.2386000,58.1460000,58.1940000,1066
USDRUB,60,20170928,110000,58.2091000,58.2605000,58.1600000,58.2434000,1210
USDRUB,60,20170928,120000,58.2434000,58.4418000,58.2210000,58.4240000,4182
USDRUB,60,20170928,130000,58.4340000,58.5795000,58.3059000,58.3612000,26600
USDRUB,60,20170928,140000,58.3612000,58.3621000,58.1738000,58.2358000,19507
USDRUB,60,20170928,150000,58.2380000,58.2397000,58.0659000,58.1760000,20530
USDRUB,60,20170928,160000,58.1749000,58.1980000,58.0046000,58.0749000,17542
USDRUB,60,20170928,170000,58.0936000,58.1859000,58.0075000,58.1555000,15825
USDRUB,60,20170928,180000,58.1576000,58.1587000,57.9292000,58.0802000,22847
USDRUB,60,20170928,190000,58.0777000,58.0830000,57.8589000,57.9129000,22344
USDRUB,60,20170928,200000,57.9656000,58.0278000,57.8779000,57.9295000,19880
USDRUB,60,20170928,210000,57.9289000,58.0555000,57.8742000,58.0521000,17652
USDRUB,60,20170928,220000,58.0463000,58.1134000,57.9525000,58.0038000,14011
USDRUB,60,20170928,230000,58.0094000,58.0331000,57.9075000,57.9570000,8663
USDRUB,60,20170929,000000,57.9619000,57.9939000,57.8738000,57.9267000,8717
USDRUB,60,20170929,010000,57.9305000,57.9673000,57.8725000,57.9207000,6396
USDRUB,60,20170929,020000,57.9220000,57.9488000,57.8613000,57.9015000,3628
USDRUB,60,20170929,030000,57.9199000,57.9346000,57.8574000,57.8915000,195
USDRUB,60,20170929,040000,57.9214000,57.9525000,57.8895000,57.8990000,420
USDRUB,60,20170929,050000,57.9255000,57.9480000,57.8768000,57.9237000,3907
USDRUB,60,20170929,060000,57.9322000,57.9497000,57.8650000,57.9085000,465
USDRUB,60,20170929,070000,57.9227000,57.9783000,57.8650000,57.9507000,723
USDRUB,60,20170929,080000,57.9671000,58.0080000,57.9450000,57.9905000,331
USDRUB,60,20170929,090000,58.0042000,58.0367000,57.9650000,58.0038000,408
USDRUB,60,20170929,100000,58.0257000,58.0359000,57.9920000,58.0109000,866
USDRUB,60,20170929,110000,58.0262000,58.0372000,57.9200000,57.9919000,913
USDRUB,60,20170929,120000,58.0139000,58.0340000,57.8850000,57.9399000,1875
USDRUB,60,20170929,130000,57.9222000,58.0997000,57.8919000,57.9597000,20272
USDRUB,60,20170929,140000,57.9475000,58.0062000,57.7833000,57.8300000,14853
USDRUB,60,20170929,150000,57.8828000,57.8955000,57.7082000,57.8119000,14455
USDRUB,60,20170929,160000,57.8093000,57.8836000,57.6906000,57.7948000,13842
USDRUB,60,20170929,170000,57.7954000,57.8437000,57.6793000,57.7936000,16161
USDRUB,60,20170929,180000,57.7947000,57.8453000,57.4428000,57.5190000,26531
USDRUB,60,20170929,190000,57.5197000,57.7852000,57.4256000,57.7175000,23540
USDRUB,60,20170929,200000,57.7197000,57.7317000,57.4832000,57.5286000,21417
USDRUB,60,20170929,210000,57.5575000,57.5987000,57.4201000,57.5976000,16598
USDRUB,60,20170929,220000,57.5767000,57.6038000,57.4673000,57.5649000,10138
USDRUB,60,20170929,230000,57.5638000,57.5762000,57.4904000,57.5661000,7917
USDRUB,60,20170930,000000,57.5657000,57.5865000,57.5048000,57.5774000,7246
USDRUB,60,20170930,010000,57.5774000,57.5922000,57.4746000,57.5479000,6796
USDRUB,60,20170930,020000,57.5327000,57.5550000,57.4310000,57.5165000,6401
USDRUB,60,20170930,030000,57.5280000,57.5881000,57.5202000,57.5428000,19
USDRUB,60,20170930,040000,57.5270000,57.5428000,57.5270000,57.5428000,10
USDRUB,60,20171001,220000,57.5270000,57.5270000,57.5270000,57.5270000,12
USDRUB,60,20171001,230000,57.5270000,57.5270000,57.5270000,57.5270000,12
USDRUB,60,20171002,000000,57.5270000,57.6600000,57.5270000,57.5461000,25
