<TICKER>,<PER>,<DATE>,<TIME>,<USD_OPEN>,<USD_HIGH>,<USD_LOW>,<USD_CLOSE>,<USD_VOL>
USDRUB,60,20151105,040000,63.2698000,63.3404000,62.7715000,63.0056000,1342
USDRUB,60,20151105,050000,63.2727000,63.3022000,63.0056000,63.0057000,2885
USDRUB,60,20151105,060000,63.0057000,63.3047000,62.9950000,63.0056000,2993
USDRUB,60,20151105,070000,63.0056000,63.3762000,63.0056000,63.0656000,3062
USDRUB,60,20151105,080000,63.0656000,63.3627000,63.0646000,63.1156000,3084
USDRUB,60,20151105,090000,63.1156000,63.4892000,63.0900000,63.2476000,2291
USDRUB,60,20151105,100000,63.2476000,63.5218000,63.1450000,63.2486000,3100
USDRUB,60,20151105,110000,63.2486000,63.4173000,63.0726000,63.2516000,3346
USDRUB,60,20151105,120000,63.2516000,63.4383000,63.0120000,63.2076000,4629
USDRUB,60,20151105,130000,63.2076000,63.7065000,63.1376000,63.4496000,40795
USDRUB,60,20151105,140000,63.4673000,63.4723000,63.2134000,63.3256000,39791
USDRUB,60,20151105,150000,63.3248000,63.5221000,63.1714000,63.5146000,32718
USDRUB,60,20151105,160000,63.5146000,63.5655000,63.2869000,63.3921000,33764
USDRUB,60,20151105,170000,63.3926000,63.4291000,63.1917000,63.2451000,31990
USDRUB,60,20151105,180000,63.2239000,63.2615000,63.0271000,63.1813000,28911
USDRUB,60,20151105,190000,63.1821000,63.3856000,63.1262000,63.2806000,28820
USDRUB,60,20151105,200000,63.2796000,63.5220000,63.0264000,63.0724000,33537
USDRUB,60,20151105,210000,63.0871000,63.4695000,63.0252000,63.4201000,26606
USDRUB,60,20151105,220000,63.3647000,63.4092000,63.2300000,63.3295000,5310
USDRUB,60,20151105,230000,63.1471000,63.2120000,62.9810000,63.0776000,19401
USDRUB,60,20151106,000000,63.0776000,63.2646000,62.9890000,63.1566000,24618
USDRUB,60,20151106,010000,63.1576000,63.4381000,63.0070000,63.4131000,21373
USDRUB,60,20151106,020000,63.4131000,63.4278000,62.6533000,63.3656000,15433
USDRUB,60,20151106,030000,63.4162000,63.5720000,62.8452000,63.3458000,3003
USDRUB,60,20151106,040000,63.3458000,63.4449000,62.7084000,62.7095000,96
USDRUB,60,20151106,050000,63.0050000,63.3037000,62.2500000,62.2500000,17
USDRUB,60,20151106,060000,62.2500000,63.6737000,62.2500000,63.4361000,2652
USDRUB,60,20151106,070000,63.4361000,63.6462000,63.3126000,63.3936000,2973
USDRUB,60,20151106,080000,63.3936000,63.5964000,63.3926000,63.4026000,288
USDRUB,60,20151106,100000,63.4816000,63.6211000,62.6306000,63.3676000,3567
USDRUB,60,20151106,110000,63.4170000,63.4920000,62.5601000,63.3926000,3202
USDRUB,60,20151106,120000,63.3926000,63.7059000,63.0502000,63.3353000,3897
USDRUB,60,20151106,130000,63.3353000,63.7981000,63.3170000,63.7256000,33859
USDRUB,60,20151106,140000,63.7258000,63.9101000,63.5769000,63.7304000,30619
USDRUB,60,20151106,150000,63.7310000,63.8351000,63.6647000,63.8083000,26450
USDRUB,60,20151106,160000,63.8083000,63.9378000,63.6752000,63.7461000,31222
USDRUB,60,20151106,170000,63.7461000,63.8316000,63.6509000,63.7334000,24035
USDRUB,60,20151106,180000,63.7331000,63.9155000,63.6812000,63.7331000,24438
USDRUB,60,20151106,190000,63.7322000,64.3381000,63.5912000,64.3276000,31533
USDRUB,60,20151106,200000,64.3276000,64.5456000,64.1940000,64.5177000,29048
USDRUB,60,20151106,210000,64.5078000,64.8166000,64.4492000,64.6931000,25172
USDRUB,60,20151106,220000,64.6931000,64.7101000,64.4270000,64.5631000,21536
USDRUB,60,20151106,230000,64.5631000,64.6078000,64.3810000,64.4881000,22660
USDRUB,60,20151107,000000,64.4881000,64.5731000,64.3650000,64.5066000,22382
USDRUB,60,20151107,010000,64.5061000,64.5686000,64.3190000,64.5131000,25895
USDRUB,60,20151107,020000,64.4989000,64.6524000,62.9337000,64.4368000,17087
USDRUB,60,20151107,030000,64.4368000,64.5953000,62.6081000,64.4368000,2806
USDRUB,60,20151107,040000,64.4933000,64.6065000,64.2391000,64.5243000,19
USDRUB,60,20151107,050000,64.5243000,64.5243000,64.5243000,64.5243000,10
USDRUB,60,20151109,000000,64.6770000,64.6770000,62.9495000,63.0251000,29
USDRUB,60,20151109,010000,63.9253000,63.9268000,63.0249000,63.3236000,26
USDRUB,60,20151109,020000,63.3236000,63.9272000,62.9495000,63.4433000,62
USDRUB,60,20151109,030000,63.4919000,64.4288000,63.4393000,64.0444000,56
USDRUB,60,20151109,040000,64.3399000,64.5300000,64.0547000,64.3813000,18
USDRUB,60,20151109,050000,64.4557000,64.5300000,64.0858000,64.5285000,15
USDRUB,60,20151109,060000,64.5300000,64.9062000,64.0961000,64.5300000,15
USDRUB,60,20151109,070000,64.5285000,64.5300000,64.1495000,64.5300000,14
USDRUB,60,20151109,080000,64.5300000,64.5300000,64.0495000,64.3468000,2602
USDRUB,60,20151109,090000,64.3468000,64.5673000,63.9495000,64.3368000,2768
USDRUB,60,20151109,100000,64.3368000,64.4400000,63.2466000,64.1868000,2615
USDRUB,60,20151109,110000,64.1868000,64.3350000,64.0440000,64.2258000,2961
USDRUB,60,20151109,120000,64.2258000,64.5580000,64.0643000,64.4088000,4134
USDRUB,60,20151109,130000,64.4088000,64.9381000,64.2900000,64.5236000,30883
USDRUB,60,20151109,140000,64.5236000,64.6326000,64.3324000,64.4466000,30133
USDRUB,60,20151109,150000,64.4466000,64.4680000,64.2770000,64.2834000,26619
USDRUB,60,20151109,160000,64.2981000,64.7092000,64.2577000,64.6221000,26581
USDRUB,60,20151109,170000,64.6348000,64.6511000,64.3124000,64.3654000,22484
USDRUB,60,20151109,180000,64.3611000,64.3849000,64.1388000,64.2966000,26895
USDRUB,60,20151109,190000,64.2966000,64.6136000,64.2176000,64.5801000,28191
USDRUB,60,20151109,200000,64.5793000,64.6216000,64.3825000,64.5902000,29185
USDRUB,60,20151109,210000,64.5755000,64.6837000,64.4165000,64.4837000,28412
USDRUB,60,20151109,220000,64.4837000,64.6182000,64.4030000,64.5347000,22817
USDRUB,60,20151109,230000,64.5336000,64.6429000,64.4090000,64.6020000,22448
USDRUB,60,20151110,000000,64.6020000,64.6436000,64.4530000,64.5981000,22693
USDRUB,60,20151110,010000,64.5981000,64.6366000,64.4700000,64.6366000,21978
USDRUB,60,20151110,020000,64.6366000,64.6836000,64.4660000,64.5885000,17770
USDRUB,60,20151110,030000,64.5885000,64.6840000,64.3772000,64.3772000,3228
USDRUB,60,20151110,040000,64.3772000,64.6602000,64.3717000,64.4675000,3484
USDRUB,60,20151110,050000,64.4675000,64.6652000,64.4675000,64.4675000,2598
USDRUB,60,20151110,060000,64.4675000,64.6644000,64.4675000,64.4675000,2589
USDRUB,60,20151110,070000,64.4675000,64.6633000,64.4675000,64.4675000,2709
USDRUB,60,20151110,080000,64.4675000,64.6585000,64.4675000,64.5438000,2847
USDRUB,60,20151110,090000,64.5438000,64.6600000,64.4182000,64.5138000,3173
USDRUB,60,20151110,100000,64.5138000,64.6792000,64.3711000,64.5738000,3031
USDRUB,60,20151110,110000,64.5738000,64.6672000,64.3666000,64.5338000,3432
USDRUB,60,20151110,120000,64.5338000,64.6041000,63.9723000,64.5000000,3284
USDRUB,60,20151110,130000,64.5449000,64.6549000,64.2539000,64.4142000,32221
USDRUB,60,20151110,140000,64.4096000,64.4317000,64.2716000,64.3675000,28663
USDRUB,60,20151110,150000,64.3675000,64.5155000,64.2524000,64.4972000,26135
USDRUB,60,20151110,160000,64.4966000,64.5131000,64.3251000,64.4516000,26403
USDRUB,60,20151110,170000,64.4423000,64.5526000,64.3786000,64.4441000,24093
USDRUB,60,20151110,180000,64.4442000,64.5417000,64.2937000,64.5258000,24027
USDRUB,60,20151110,190000,64.5258000,64.5430000,64.3589000,64.4727000,26921
USDRUB,60,20151110,200000,64.4686000,64.5946000,64.0412000,64.1902000,30691
USDRUB,60,20151110,210000,64.1902000,64.5362000,64.1004000,64.4538000,27974
USDRUB,60,20151110,220000,64.4391000,64.5388000,64.3500000,64.4781000,23934
USDRUB,60,20151110,230000,64.4691000,64.5856000,64.3460000,64.5618000,18060
USDRUB,60,20151111,000000,64.5608000,64.7451000,64.4040000,64.5691000,21540
USDRUB,60,20151111,010000,64.5691000,64.6765000,64.3800000,64.5951000,21561
USDRUB,60,20151111,020000,64.5929000,64.6232000,64.3800000,64.4956000,15131
USDRUB,60,20151111,030000,64.5337000,64.6200000,64.3000000,64.5153000,2014
USDRUB,60,20151111,040000,64.5324000,64.5524000,64.1415000,64.5256000,823
USDRUB,60,20151111,050000,64.5475000,64.5475000,64.2950000,64.4853000,978
USDRUB,60,20151111,060000,64.4937000,64.5275000,64.2950000,64.4958000,1420
USDRUB,60,20151111,070000,64.5326000,64.5326000,64.2957000,64.4556000,1591
USDRUB,60,20151111,080000,64.4663000,64.5076000,64.0886000,64.4258000,1504
USDRUB,60,20151111,090000,64.4418000,64.5224000,64.3450000,64.4453000,1462
USDRUB,60,20151111,100000,64.4787000,64.5124000,64.1424000,64.3886000,1959
USDRUB,60,20151111,110000,64.4363000,64.4451000,63.6709000,64.2658000,1693
USDRUB,60,20151111,120000,64.2658000,64.4242000,63.8500000,64.3673000,1753
USDRUB,60,20151111,130000,64.3673000,64.6436000,63.7092000,64.5444000,23643
USDRUB,60,20151111,140000,64.5591000,64.5896000,64.4627000,64.5258000,20021
USDRUB,60,20151111,150000,64.5258000,64.5492000,64.3276000,64.4286000,21729
USDRUB,60,20151111,160000,64.4287000,64.5695000,64.3879000,64.5292000,17450
USDRUB,60,20151111,170000,64.5292000,64.5563000,64.4277000,64.5106000,18476
USDRUB,60,20151111,180000,64.5106000,64.5781000,64.4237000,64.4696000,17235
USDRUB,60,20151111,190000,64.4696000,64.6781000,64.4016000,64.5671000,21952
USDRUB,60,20151111,200000,64.5671000,64.6095000,64.3331000,64.5781000,23498
USDRUB,60,20151111,210000,64.5781000,64.9896000,64.5176000,64.7787000,25183
USDRUB,60,20151111,220000,64.7739000,65.1588000,64.7527000,65.0331000,24154
USDRUB,60,20151111,230000,65.0331000,65.3878000,64.9320000,65.2408000,25595
USDRUB,60,20151112,000000,65.2408000,65.3156000,65.1200000,65.2333000,21302
USDRUB,60,20151112,010000,65.2481000,65.4908000,65.2000000,65.4466000,21417
USDRUB,60,20151112,020000,65.4513000,65.6717000,65.3675000,65.5108000,16695
USDRUB,60,20151112,030000,65.4771000,65.5217000,65.1474000,65.4153000,1563
USDRUB,60,20151112,040000,65.3475000,65.6250000,65.0751000,65.3756000,1027
USDRUB,60,20151112,050000,65.3756000,65.7213000,65.2745000,65.3558000,611
USDRUB,60,20151112,060000,65.4934000,65.8860000,65.1296000,65.3458000,784
USDRUB,60,20151112,070000,65.3940000,65.6369000,65.0122000,65.3858000,1346
USDRUB,60,20151112,080000,65.4318000,65.7252000,65.1995000,65.4456000,1097
USDRUB,60,20151112,090000,65.4919000,65.4919000,65.4358000,65.4358000,51
USDRUB,60,20151112,100000,65.3458000,65.8139000,65.1639000,65.3056000,1026
USDRUB,60,20151112,110000,65.3547000,65.7990000,64.9650000,65.1658000,2319
USDRUB,60,20151112,120000,65.2945000,65.5500000,65.0000000,65.3384000,2655
USDRUB,60,20151112,130000,65.3653000,65.5811000,65.2449000,65.5044000,29969
USDRUB,60,20151112,140000,65.5044000,65.6141000,65.3619000,65.4018000,26883
USDRUB,60,20151112,150000,65.4018000,65.8256000,65.3280000,65.7900000,28455
USDRUB,60,20151112,160000,65.7957000,65.8280000,65.5075000,65.7264000,31255
USDRUB,60,20151112,170000,65.7336000,65.7931000,65.5075000,65.7119000,31975
USDRUB,60,20151112,180000,65.7517000,66.0031000,65.7012000,66.0016000,29450
USDRUB,60,20151112,190000,65.9991000,66.3961000,65.9497000,66.2751000,27070
USDRUB,60,20151112,200000,66.2604000,66.4417000,65.7977000,65.8881000,32504
USDRUB,60,20151112,210000,65.8881000,66.1569000,65.6410000,65.8441000,28094
USDRUB,60,20151112,220000,65.8581000,66.3275000,65.7320000,66.1864000,28392
USDRUB,60,20151112,230000,66.1883000,66.6281000,66.0570000,66.5751000,33137
USDRUB,60,20151113,000000,66.5648000,66.5895000,65.6020000,66.4231000,33168
USDRUB,60,20151113,010000,66.4231000,66.6545000,66.3150000,66.5339000,20362
USDRUB,60,20151113,020000,66.5481000,66.6735000,66.4020000,66.4715000,17479
USDRUB,60,20151113,030000,66.4715000,66.8480000,65.5113000,65.5113000,2757
USDRUB,60,20151113,040000,66.6670000,66.7637000,65.5157000,66.4723000,812
USDRUB,60,20151113,050000,66.3856000,66.6918000,66.3777000,66.3827000,423
USDRUB,60,20151113,060000,66.6140000,66.6443000,66.3854000,66.3854000,483
USDRUB,60,20151113,070000,66.6424000,66.6443000,66.3824000,66.3854000,362
USDRUB,60,20151113,080000,66.6424000,66.6443000,66.3198000,66.3864000,635
USDRUB,60,20151113,090000,66.3863000,66.6627000,66.3824000,66.3854000,579
USDRUB,60,20151113,100000,66.6424000,66.6424000,65.5346000,65.8477000,1585
USDRUB,60,20151113,110000,66.2736000,66.5160000,65.1051000,65.9946000,1391
USDRUB,60,20151113,120000,66.4538000,67.0486000,65.6835000,66.3647000,2761
USDRUB,60,20151113,130000,66.3911000,66.8317000,66.3911000,66.6846000,31753
USDRUB,60,20151113,140000,66.6846000,66.6905000,66.3473000,66.5086000,29784
USDRUB,60,20151113,150000,66.5106000,66.6535000,66.4812000,66.5891000,24238
USDRUB,60,20151113,160000,66.5891000,66.6105000,65.5075000,66.5743000,22366
USDRUB,60,20151113,170000,66.5743000,66.5925000,66.4441000,66.5481000,20167
USDRUB,60,20151113,180000,66.5481000,66.6977000,66.4727000,66.6651000,23401
USDRUB,60,20151113,190000,66.6651000,66.6699000,66.2277000,66.5904000,26528
USDRUB,60,20151113,200000,66.5904000,66.8631000,66.4350000,66.7631000,26633
USDRUB,60,20151113,210000,66.7484000,66.8691000,66.6390000,66.8054000,25331
USDRUB,60,20151113,220000,66.8054000,66.9927000,66.6900000,66.7945000,24087
USDRUB,60,20151113,230000,66.7881000,66.8391000,66.6320000,66.7761000,19372
USDRUB,60,20151114,000000,66.7761000,66.9690000,66.6400000,66.8613000,21341
USDRUB,60,20151114,010000,66.8826000,66.8923000,66.6720000,66.8136000,24743
USDRUB,60,20151114,020000,66.8136000,66.8503000,66.6370000,66.7681000,15717
USDRUB,60,20151114,030000,66.7681000,66.8495000,65.9537000,66.7168000,990
USDRUB,60,20151114,040000,66.6922000,66.8490000,66.2061000,66.8450000,20
USDRUB,60,20151114,050000,66.8450000,66.8450000,66.8118000,66.8118000,10
USDRUB,60,20151115,230000,66.8450000,66.8450000,66.8450000,66.8450000,12
USDRUB,60,20151116,000000,66.8450000,66.8450000,66.7830000,66.8253000,13
USDRUB,60,20151116,010000,66.8253000,66.8450000,66.8253000,66.8450000,12
USDRUB,60,20151116,020000,66.8450000,66.8450000,65.5475000,65.8430000,13
USDRUB,60,20151116,030000,65.8430000,66.8450000,65.8430000,66.8450000,12
USDRUB,60,20151116,040000,66.8450000,66.8450000,65.7545000,66.0500000,13
USDRUB,60,20151116,050000,66.0500000,66.8450000,65.9052000,66.3819000,96
USDRUB,60,20151116,060000,66.6774000,66.8577000,66.1363000,66.5198000,30
USDRUB,60,20151116,070000,66.5198000,67.9462000,66.2158000,66.5113000,28
USDRUB,60,20151116,080000,66.5113000,67.6584000,66.2158000,66.6868000,519
USDRUB,60,20151116,090000,66.7650000,67.6511000,66.2158000,66.5868000,494
USDRUB,60,20151116,100000,66.6750000,67.6514000,66.2140000,66.6568000,700
USDRUB,60,20151116,110000,66.7550000,67.0078000,66.1511000,66.7456000,768
USDRUB,60,20151116,120000,66.8499000,67.0450000,66.1995000,66.6456000,2088
USDRUB,60,20151116,130000,66.6456000,66.7755000,66.2660000,66.3771000,29763
USDRUB,60,20151116,140000,66.3771000,66.4377000,66.0252000,66.1566000,27696
USDRUB,60,20151116,150000,66.1563000,66.3236000,65.9310000,66.2888000,26237
USDRUB,60,20151116,160000,66.2888000,66.3221000,66.0102000,66.0891000,23289
USDRUB,60,20151116,170000,66.0891000,66.0926000,65.7152000,65.9216000,24842
USDRUB,60,20151116,180000,65.9216000,65.9940000,65.7272000,65.9862000,27958
USDRUB,60,20151116,190000,65.9862000,66.4896000,65.8892000,66.4056000,31012
USDRUB,60,20151116,200000,66.4127000,66.5871000,66.2526000,66.5571000,30286
USDRUB,60,20151116,210000,66.5571000,66.6346000,66.3575000,66.5805000,24930
USDRUB,60,20151116,220000,66.5805000,66.6381000,66.0870000,66.3006000,25233
USDRUB,60,20151116,230000,66.3000000,66.3780000,65.7380000,65.8481000,27879
USDRUB,60,20151117,000000,65.8481000,65.8686000,65.4740000,65.6416000,28499
USDRUB,60,20151117,010000,65.6416000,65.7050000,65.4320000,65.5688000,24903
USDRUB,60,20151117,020000,65.5688000,65.5770000,64.8045000,65.2974000,19606
USDRUB,60,20151117,030000,65.3644000,65.3644000,64.6472000,65.2541000,2689
USDRUB,60,20151117,040000,65.1361000,65.3609000,64.5995000,65.2871000,483
USDRUB,60,20151117,050000,65.2871000,65.7136000,64.6223000,64.9776000,590
USDRUB,60,20151117,060000,65.4215000,65.6641000,64.9776000,65.2996000,694
USDRUB,60,20151117,070000,65.4026000,65.4407000,64.9721000,65.3483000,814
USDRUB,60,20151117,080000,65.4400000,65.7432000,64.9752000,65.3573000,424
USDRUB,60,20151117,090000,65.5054000,65.5110000,64.8893000,65.3591000,514
USDRUB,60,20151117,100000,65.4867000,65.4985000,64.8446000,65.3388000,1205
USDRUB,60,20151117,110000,65.4617000,65.5100000,64.7990000,65.3863000,1594
USDRUB,60,20151117,120000,65.3863000,65.5365000,64.8308000,65.4226000,1526
USDRUB,60,20151117,130000,65.4226000,65.6995000,65.0900000,65.6333000,34722
USDRUB,60,20151117,140000,65.6481000,65.6855000,65.3320000,65.5616000,32659
USDRUB,60,20151117,150000,65.5620000,65.6238000,65.3023000,65.4101000,32970
USDRUB,60,20151117,160000,65.3723000,65.6396000,65.3528000,65.5808000,31130
USDRUB,60,20151117,170000,65.5756000,65.7663000,65.4508000,65.5969000,29711
USDRUB,60,20151117,180000,65.5969000,65.7538000,65.4503000,65.5859000,29355
USDRUB,60,20151117,190000,65.5859000,65.6951000,65.2733000,65.4021000,32767
USDRUB,60,20151117,200000,65.3808000,65.6516000,65.2948000,65.5066000,35483
USDRUB,60,20151117,210000,65.5066000,65.5821000,65.1394000,65.2346000,30619
USDRUB,60,20151117,220000,65.2199000,65.2787000,64.6320000,65.1148000,30381
USDRUB,60,20151117,230000,65.1301000,65.1686000,64.6700000,64.8028000,25572
USDRUB,60,20151118,000000,64.8028000,64.9031000,64.4940000,64.7751000,34003
USDRUB,60,20151118,010000,64.7908000,65.1361000,64.6300000,64.9716000,32175
USDRUB,60,20151118,020000,64.9339000,65.2134000,64.7295000,65.1664000,26555
USDRUB,60,20151118,030000,65.2265000,65.2351000,64.5291000,65.1026000,1338
USDRUB,60,20151118,040000,64.9878000,65.2153000,64.4449000,65.1026000,672
USDRUB,60,20151118,050000,65.1026000,65.1765000,64.6919000,65.1026000,703
USDRUB,60,20151118,060000,65.1026000,65.1880000,64.5495000,65.1026000,775
USDRUB,60,20151118,070000,65.1834000,65.1895000,64.9893000,65.1026000,1146
USDRUB,60,20151118,080000,65.1895000,65.1896000,65.1026000,65.1026000,1263
USDRUB,60,20151118,090000,65.1890000,65.1890000,64.6900000,65.0906000,1142
USDRUB,60,20151118,100000,65.1715000,65.1718000,64.6191000,64.9896000,778
USDRUB,60,20151118,110000,64.9510000,65.1104000,64.6026000,64.9896000,623
USDRUB,60,20151118,120000,65.0848000,65.2105000,64.8000000,65.0776000,2008
USDRUB,60,20151118,130000,65.0776000,65.1071000,64.6380000,64.7156000,30325
USDRUB,60,20151118,140000,64.7156000,64.7746000,64.5250000,64.7536000,28117
USDRUB,60,20151118,150000,64.7531000,64.8361000,64.6446000,64.7249000,25353
USDRUB,60,20151118,160000,64.7243000,64.9176000,64.5103000,64.8661000,26153
USDRUB,60,20151118,170000,64.8519000,64.9001000,64.6855000,64.7880000,22625
USDRUB,60,20151118,180000,64.7727000,65.1397000,64.7458000,65.1166000,22415
USDRUB,60,20151118,190000,65.1166000,65.2531000,64.8523000,64.9046000,32452
USDRUB,60,20151118,200000,64.9076000,64.9691000,64.7598000,64.8286000,30407
USDRUB,60,20151118,210000,64.8286000,65.1331000,64.7430000,65.0211000,29889
USDRUB,60,20151118,220000,65.0063000,65.3581000,64.9537000,65.3446000,25193
USDRUB,60,20151118,230000,65.3446000,65.4881000,65.1290000,65.4566000,24889
USDRUB,60,20151119,000000,65.4419000,65.4761000,65.1250000,65.2681000,26310
USDRUB,60,20151119,010000,65.2533000,65.3731000,64.6480000,64.7466000,29259
USDRUB,60,20151119,020000,64.7466000,64.8450000,64.4967000,64.7128000,21488
USDRUB,60,20151119,030000,64.7128000,64.9681000,64.6135000,64.6638000,1061
USDRUB,60,20151119,040000,64.7240000,65.8663000,64.6704000,64.7717000,615
USDRUB,60,20151119,050000,65.1359000,65.1359000,64.5385000,64.7763000,439
USDRUB,60,20151119,060000,64.9171000,65.1148000,64.6515000,64.7206000,908
USDRUB,60,20151119,070000,65.0050000,65.1076000,64.7166000,64.7363000,1297
USDRUB,60,20151119,080000,64.9366000,65.1065000,63.7551000,64.7356000,456
USDRUB,60,20151119,090000,65.1076000,65.1076000,63.7125000,64.7263000,399
USDRUB,60,20151119,100000,64.2766000,64.8450000,63.7050000,64.6058000,902
USDRUB,60,20151119,110000,64.6038000,65.0449000,63.5122000,64.5673000,1395
USDRUB,60,20151119,120000,64.6524000,64.9574000,64.2822000,64.6716000,2294
USDRUB,60,20151119,130000,64.7798000,65.1436000,64.5500000,65.0898000,29908
USDRUB,60,20151119,140000,65.0898000,65.0906000,64.7878000,64.9941000,28325
USDRUB,60,20151119,150000,64.9946000,65.0573000,64.8273000,64.8631000,31004
USDRUB,60,20151119,160000,64.8631000,64.9735000,64.7303000,64.7711000,34018
USDRUB,60,20151119,170000,64.7711000,64.8425000,64.5411000,64.7566000,36205
USDRUB,60,20151119,180000,64.7566000,64.9489000,64.7101000,64.9251000,33700
USDRUB,60,20151119,190000,64.9251000,65.0431000,64.8138000,64.9231000,36847
USDRUB,60,20151119,200000,64.9231000,64.9881000,64.4300000,64.5581000,39276
USDRUB,60,20151119,210000,64.5581000,64.9113000,64.4257000,64.6376000,37664
USDRUB,60,20151119,220000,64.6376000,64.7271000,64.3760000,64.6758000,34377
USDRUB,60,20151119,230000,64.6791000,64.6931000,64.4500000,64.5726000,34821
USDRUB,60,20151120,000000,64.5726000,64.6122000,64.3870000,64.5736000,27432
USDRUB,60,20151120,010000,64.5736000,64.6331000,64.2840000,64.4166000,30563
USDRUB,60,20151120,020000,64.4166000,64.6281000,64.2550000,64.5056000,25772
USDRUB,60,20151120,030000,64.5758000,64.5883000,64.2374000,64.5058000,1280
USDRUB,60,20151120,040000,64.5058000,64.6003000,64.1988000,64.5158000,906
USDRUB,60,20151120,050000,64.5158000,64.6194000,64.4000000,64.4958000,942
USDRUB,60,20151120,060000,64.4958000,64.5900000,64.3950000,64.4658000,989
USDRUB,60,20151120,070000,64.5530000,64.5655000,64.3950000,64.4631000,659
USDRUB,60,20151120,080000,64.5649000,64.6070000,64.4631000,64.4958000,1216
USDRUB,60,20151120,090000,64.5951000,64.6530000,64.4958000,64.5921000,1100
USDRUB,60,20151120,100000,64.6467000,64.6828000,64.4314000,64.5858000,1203
USDRUB,60,20151120,110000,64.6821000,64.6934000,64.4335000,64.5786000,1276
USDRUB,60,20151120,120000,64.6647000,64.7079000,64.3950000,64.5951000,1684
USDRUB,60,20151120,130000,64.5951000,65.0211000,64.4870000,64.8364000,37659
USDRUB,60,20151120,140000,64.8363000,65.0181000,64.7843000,64.9305000,34914
USDRUB,60,20151120,150000,64.9305000,64.9941000,64.6717000,64.8001000,30862
USDRUB,60,20151120,160000,64.8001000,64.9203000,64.6868000,64.8491000,31920
USDRUB,60,20151120,170000,64.8491000,65.0428000,64.8025000,64.9773000,32690
USDRUB,60,20151120,180000,64.9771000,64.9981000,64.8793000,64.9311000,32434
USDRUB,60,20151120,190000,64.9311000,64.9487000,64.7050000,64.7149000,37166
USDRUB,60,20151120,200000,64.7296000,64.8492000,64.4975000,64.6306000,37627
USDRUB,60,20151120,210000,64.6306000,64.8656000,64.5068000,64.8566000,33921
USDRUB,60,20151120,220000,64.8566000,64.8977000,64.5360000,64.6876000,32341
USDRUB,60,20151120,230000,64.6729000,64.7841000,64.4130000,64.5031000,31594
USDRUB,60,20151121,000000,64.5031000,64.5314000,64.3480000,64.4488000,35693
USDRUB,60,20151121,010000,64.4488000,64.5916000,64.2630000,64.5401000,33661
USDRUB,60,20151121,020000,64.5401000,64.7711000,64.1497000,64.7068000,23441
USDRUB,60,20151121,030000,64.5187000,64.7650000,64.5174000,64.7468000,734
USDRUB,60,20151121,040000,64.7033000,64.7584000,64.2758000,64.6707000,22
USDRUB,60,20151121,050000,64.6707000,64.6707000,64.6707000,64.6707000,10
USDRUB,60,20151123,000000,64.8560000,65.4950000,64.8560000,65.4950000,14
USDRUB,60,20151123,010000,65.1165000,65.5227000,64.1995000,65.1349000,27
USDRUB,60,20151123,020000,64.6222000,65.8408000,64.6222000,65.8408000,25
USDRUB,60,20151123,030000,66.1363000,66.1363000,65.1165000,65.4462000,24
USDRUB,60,20151123,040000,65.1693000,65.4474000,64.0495000,64.2263000,34
USDRUB,60,20151123,050000,64.5218000,65.4564000,64.0495000,65.4356000,32
USDRUB,60,20151123,060000,64.5743000,65.4842000,64.0495000,65.4357000,27
USDRUB,60,20151123,070000,65.4286000,65.5570000,64.1995000,65.4504000,31
USDRUB,60,20151123,080000,64.6983000,65.4517000,63.5994000,64.6668000,484
USDRUB,60,20151123,090000,64.7450000,64.8100000,64.1621000,64.7168000,710
USDRUB,60,20151123,100000,64.8010000,64.9180000,64.1645000,64.7668000,1132
USDRUB,60,20151123,110000,64.8174000,64.8751000,64.1645000,64.7896000,1297
USDRUB,60,20151123,120000,64.7841000,65.1919000,64.2231000,65.0758000,1876
USDRUB,60,20151123,130000,65.1870000,65.5121000,64.8719000,65.4281000,39316
USDRUB,60,20151123,140000,65.4281000,65.9261000,65.3713000,65.7861000,37117
USDRUB,60,20151123,150000,65.7861000,66.1728000,65.6951000,66.1634000,33084
USDRUB,60,20151123,160000,66.1635000,66.2320000,65.8213000,65.9016000,32907
USDRUB,60,20151123,170000,65.9016000,66.0801000,65.3925000,65.6319000,35812
USDRUB,60,20151123,180000,65.6456000,65.6456000,64.8999000,65.3466000,46033
USDRUB,60,20151123,190000,65.3300000,65.7361000,65.2989000,65.6812000,42150
USDRUB,60,20151123,200000,65.6812000,65.7426000,65.4240000,65.6096000,40560
USDRUB,60,20151123,210000,65.6096000,65.6340000,65.3932000,65.5311000,36003
USDRUB,60,20151123,220000,65.5311000,65.7011000,65.3170000,65.4811000,35824
USDRUB,60,20151123,230000,65.4811000,65.8674000,65.3150000,65.8521000,31869
USDRUB,60,20151124,000000,65.8521000,65.9778000,65.6570000,65.9676000,27441
USDRUB,60,20151124,010000,65.9666000,65.9808000,65.7320000,65.8861000,29268
USDRUB,60,20151124,020000,65.8861000,65.9061000,65.6375000,65.8046000,26503
USDRUB,60,20151124,030000,65.7886000,66.1200000,65.5772000,65.7746000,871
USDRUB,60,20151124,040000,65.7746000,66.2450000,65.5281000,65.7806000,699
USDRUB,60,20151124,050000,65.7806000,66.3950000,65.7806000,65.8771000,710
USDRUB,60,20151124,060000,66.1678000,66.1678000,65.7948000,65.8248000,1177
